sample_id,longitude,latitude,Slope,Elevation,Aspect,NDVI,LULC,Rainfall,River Proximity,Road Proximity,TWI,removal_reason
980,85.91279461261774,27.948542090933746,37.521907806396484,2491.0,114.93516540527344,0.4518072307109833,30.0,3.8100929260253906,2604.995201531089,655.2098900352466,14.98767983912911,Rainfall_iqr_outlier
981,85.9149995603416,27.950335234744784,40.176513671875,2226.0,93.29717254638672,0.37066882848739624,30.0,3.8100929260253906,2497.0382456021775,390.0,14.792988663246632,Rainfall_iqr_outlier
982,85.91367060615873,27.95219345670322,47.00120544433594,2293.0,76.91357421875,0.6594670414924622,10.0,3.8100929260253906,2742.0065645435643,579.396237474839,14.581227893361348,Rainfall_iqr_outlier
987,85.93595425993612,27.94812463570615,58.43124771118164,2421.0,148.80496215820312,0.05658263340592384,60.0,3.8100929260253906,685.4195795277518,442.944691807002,14.483149382591272,Rainfall_iqr_outlier
998,85.99911778774172,27.75636328862198,59.322879791259766,2131.0,316.87103271484375,0.740577220916748,10.0,4.183233737945557,13564.01489235396,335.4101966249685,14.050987765502063,River Proximity_iqr_outlier
999,86.00139097195779,27.756915169597686,63.6804084777832,1978.0,36.02644348144531,0.9852786660194397,10.0,4.183233737945557,13287.663451487624,108.16653826391968,13.827116066694204,River Proximity_iqr_outlier
1001,85.85747445603948,27.818898317606106,45.11893844604492,1602.0,330.5188903808594,0.6741573214530945,10.0,5.761692047119141,1529.7058540778355,270.0,14.293520375035817,Rainfall_iqr_outlier
1002,85.85582482668622,27.817691188219936,40.94050598144531,1668.0,351.5066223144531,0.7546961307525635,10.0,5.761692047119141,1782.4140933015537,417.85164831552356,14.21617089224568,Rainfall_iqr_outlier
1003,85.8404315621926,27.82553984746233,35.001800537109375,1777.0,96.63736724853516,0.6867470145225525,10.0,5.761692047119141,2969.8484809835,201.24611797498108,14.792846642261145,Rainfall_iqr_outlier
1004,85.84351166814676,27.82875574630951,25.43534278869629,1690.0,74.19898223876953,0.31485944986343384,10.0,5.761692047119141,2580.6975801127883,94.86832980505139,14.800818637122369,Rainfall_iqr_outlier
1005,85.84716679621384,27.836661536615303,37.681190490722656,1915.0,146.96627807617188,0.3564516007900238,30.0,5.761692047119141,2224.4549894299953,465.72524088780074,14.730293646457566,Rainfall_iqr_outlier
1006,85.68424505277858,28.019239899547724,37.24617385864258,2869.0,278.57110595703125,0.7193692922592163,10.0,4.758371829986572,7193.809839021324,2686.8010719068875,15.074937185924732,Road Proximity_iqr_outlier
1007,85.85642327862834,27.839386584627043,31.900711059570312,1676.0,109.75983428955078,0.5813204646110535,10.0,5.761692047119141,1332.5539388707687,228.47319317591726,14.9167516168805,Rainfall_iqr_outlier
